57.5375	57.4118	57.2812	57.1454	57.0042	56.8577	56.7057	56.548	56.3846	56.2154	56.0402	55.859	55.6716	55.478	55.2782	55.0719	54.8593	54.6401	54.4144	54.1821	53.9431	53.6975	53.4452	53.1862	52.9205	52.6482	52.3692	52.0835	51.7913	51.4925	51.1873	50.8756	50.5577	50.2336	49.9034	49.5673	49.2253	48.8778	48.5247	48.1663	47.8029	47.4346	47.0616	46.6843	46.3027	45.9173	45.5283	45.1359	44.7406	44.3425	43.9422	43.5398	43.1357	42.7304	42.3242	41.9175	41.5106	41.1041	40.6982	40.2935	39.8904	39.4893	39.0906	38.6949	38.3025	37.9139	37.5296	37.1501	36.7757	36.4071	36.0445	35.6886	35.3396	34.9982	34.6647	34.3396	34.0234	33.7163	33.419	33.1317	32.8549	32.5889	32.3342	32.0911	31.8599	31.6409	31.4346	31.2411	31.0608	30.8939	30.7407	30.6014	30.4762	30.3653	30.2688	30.1869	30.1198	30.0674	30.03	30.0075	30	30.0075	30.03	30.0674	30.1198	30.1869	30.2688	30.3653	30.4762	30.6014	30.7407	30.8939	31.0608	31.2411	31.4346	31.6409	31.8599	32.0911	32.3342	32.5889	32.8549	33.1317	33.419	33.7163	34.0234	34.3396	34.6647	34.9982	35.3396	35.6886	36.0445	36.4071	36.7757	37.1501	37.5296	37.9139	38.3025	38.6949	39.0906	39.4893	39.8904	40.2935	40.6982	41.1041	41.5106	41.9175	42.3242	42.7304	43.1357	43.5398	43.9422	44.3425	44.7406	45.1359	45.5283	45.9173	46.3027	46.6843	47.0616	47.4346	47.8029	48.1663	48.5247	48.8778	49.2253	49.5673	49.9034	50.2336	50.5577	50.8756	51.1873	51.4925	51.7913	52.0835	52.3692	52.6482	52.9205	53.1862	53.4452	53.6975	53.9431	54.1821	54.4144	54.6401	54.8593	55.0719	55.2782	55.478	55.6716	55.859	56.0402	56.2154	56.3846	56.548	56.7057	56.8577	57.0042	57.1454	57.2812	57.4118	57.5375	
58.2241	58.1588	58.0646	57.954	57.8321	57.701	57.562	57.4157	57.2624	57.1023	56.9356	56.7624	56.5826	56.3963	56.2034	56.004	55.7981	55.5857	55.3666	55.141	54.9088	54.67	54.4246	54.1726	53.914	53.6489	53.3773	53.0993	52.8148	52.524	52.227	51.9237	51.6144	51.2991	50.9779	50.651	50.3185	49.9807	49.6375	49.2894	48.9363	48.5786	48.2165	47.8502	47.4799	47.1059	46.7286	46.3481	45.9648	45.579	45.191	44.8012	44.4098	44.0173	43.624	43.2303	42.8366	42.4433	42.0507	41.6593	41.2696	40.8818	40.4965	40.1141	39.735	39.3596	38.9885	38.622	38.2605	37.9047	37.5547	37.2112	36.8746	36.5452	36.2235	35.91	35.605	35.3089	35.0222	34.7453	34.4785	34.2221	33.9767	33.7424	33.5196	33.3087	33.1099	32.9235	32.7498	32.5891	32.4415	32.3073	32.1868	32.0799	31.987	31.9082	31.8435	31.7931	31.7571	31.7354	31.7282	31.7354	31.7571	31.7931	31.8435	31.9082	31.987	32.0799	32.1868	32.3073	32.4415	32.5891	32.7498	32.9235	33.1099	33.3087	33.5196	33.7424	33.9767	34.2221	34.4785	34.7453	35.0222	35.3089	35.605	35.91	36.2235	36.5452	36.8746	37.2112	37.5547	37.9047	38.2605	38.622	38.9885	39.3596	39.735	40.1141	40.4965	40.8818	41.2696	41.6593	42.0507	42.4433	42.8366	43.2303	43.624	44.0173	44.4098	44.8012	45.191	45.579	45.9648	46.3481	46.7286	47.1059	47.4799	47.8502	48.2165	48.5786	48.9363	49.2894	49.6375	49.9807	50.3185	50.651	50.9779	51.2991	51.6144	51.9237	52.227	52.524	52.8148	53.0993	53.3773	53.6489	53.914	54.1726	54.4246	54.67	54.9088	55.141	55.3666	55.5857	55.7981	56.004	56.2034	56.3963	56.5826	56.7624	56.9356	57.1023	57.2624	57.4157	57.562	57.701	57.8321	57.954	58.0646	58.1588	58.2241	
58.9761	58.9346	58.8643	58.774	58.669	58.5523	58.4257	58.2903	58.1469	57.9959	57.8376	57.6723	57.5	57.321	57.1352	56.9427	56.7435	56.5378	56.3254	56.1065	55.881	55.649	55.4105	55.1655	54.914	54.6562	54.392	54.1214	53.8447	53.5618	53.2728	52.9778	52.677	52.3703	52.0581	51.7403	51.4171	51.0888	50.7554	50.4172	50.0743	49.727	49.3755	49.02	48.6607	48.298	47.932	47.5631	47.1916	46.8177	46.4417	46.0641	45.6851	45.305	44.9243	44.5433	44.1623	43.7818	43.4021	43.0236	42.6467	42.2719	41.8995	41.53	41.1637	40.8011	40.4427	40.0888	39.7399	39.3963	39.0586	38.7271	38.4023	38.0845	37.7742	37.4718	37.1777	36.8922	36.6158	36.3488	36.0916	35.8446	35.608	35.3822	35.1675	34.9643	34.7728	34.5932	34.4259	34.2711	34.129	33.9998	33.8836	33.7807	33.6913	33.6154	33.5531	33.5046	33.4699	33.449	33.4421	33.449	33.4699	33.5046	33.5531	33.6154	33.6913	33.7807	33.8836	33.9998	34.129	34.2711	34.4259	34.5932	34.7728	34.9643	35.1675	35.3822	35.608	35.8446	36.0916	36.3488	36.6158	36.8922	37.1777	37.4718	37.7742	38.0845	38.4023	38.7271	39.0586	39.3963	39.7399	40.0888	40.4427	40.8011	41.1637	41.53	41.8995	42.2719	42.6467	43.0236	43.4021	43.7818	44.1623	44.5433	44.9243	45.305	45.6851	46.0641	46.4417	46.8177	47.1916	47.5631	47.932	48.298	48.6607	49.02	49.3755	49.727	50.0743	50.4172	50.7554	51.0888	51.4171	51.7403	52.0581	52.3703	52.677	52.9778	53.2728	53.5618	53.8447	54.1214	54.392	54.6562	54.914	55.1655	55.4105	55.649	55.881	56.1065	56.3254	56.5378	56.7435	56.9427	57.1352	57.321	57.5	57.6723	57.8376	57.9959	58.1469	58.2903	58.4257	58.5523	58.669	58.774	58.8643	58.9346	58.9761	
59.7695	59.7393	59.6839	59.6086	59.5175	59.4133	59.298	59.173	59.039	58.8967	58.7466	58.5891	58.4242	58.2523	58.0735	57.8879	57.6955	57.4964	57.2908	57.0785	56.8597	56.6345	56.4028	56.1648	55.9204	55.6697	55.4128	55.1498	54.8807	54.6056	54.3246	54.0378	53.7453	53.4472	53.1437	52.8349	52.5209	52.202	51.8782	51.5497	51.2168	50.8797	50.5385	50.1936	49.8451	49.4933	49.1384	48.7808	48.4207	48.0583	47.6941	47.3284	46.9613	46.5934	46.2249	45.8561	45.4875	45.1194	44.7522	44.3862	44.0219	43.6596	43.2997	42.9426	42.5888	42.2386	41.8924	41.5507	41.2138	40.8822	40.5563	40.2364	39.9229	39.6164	39.3171	39.0254	38.7418	38.4665	38.2	37.9426	37.6947	37.4566	37.2286	37.011	36.8041	36.6083	36.4238	36.2508	36.0897	35.9405	35.8036	35.6792	35.5673	35.4682	35.3821	35.309	35.249	35.2023	35.1688	35.1488	35.1421	35.1488	35.1688	35.2023	35.249	35.309	35.3821	35.4682	35.5673	35.6792	35.8036	35.9405	36.0897	36.2508	36.4238	36.6083	36.8041	37.011	37.2286	37.4566	37.6947	37.9426	38.2	38.4665	38.7418	39.0254	39.3171	39.6164	39.9229	40.2364	40.5563	40.8822	41.2138	41.5507	41.8924	42.2386	42.5888	42.9426	43.2997	43.6596	44.0219	44.3862	44.7522	45.1194	45.4875	45.8561	46.2249	46.5934	46.9613	47.3284	47.6941	48.0583	48.4207	48.7808	49.1384	49.4933	49.8451	50.1936	50.5385	50.8797	51.2168	51.5497	51.8782	52.202	52.5209	52.8349	53.1437	53.4472	53.7453	54.0378	54.3246	54.6056	54.8807	55.1498	55.4128	55.6697	55.9204	56.1648	56.4028	56.6345	56.8597	57.0785	57.2908	57.4964	57.6955	57.8879	58.0735	58.2523	58.4242	58.5891	58.7466	58.8967	59.039	59.173	59.298	59.4133	59.5175	59.6086	59.6839	59.7393	59.7695	
60.5931	60.5691	60.5234	60.4591	60.379	60.2855	60.1802	60.0645	59.9393	59.8053	59.6631	59.513	59.3555	59.1906	59.0187	58.8398	58.6541	58.4616	58.2626	58.057	57.8449	57.6264	57.4015	57.1704	56.933	56.6894	56.4398	56.1842	55.9227	55.6553	55.3822	55.1035	54.8192	54.5296	54.2347	53.9347	53.6297	53.3199	53.0055	52.6867	52.3635	52.0364	51.7054	51.3707	51.0327	50.6916	50.3476	50.0009	49.652	49.301	48.9482	48.5939	48.2386	47.8824	47.5257	47.1689	46.8123	46.4563	46.1011	45.7473	45.3951	45.0449	44.6971	44.3521	44.0103	43.6721	43.3378	43.0078	42.6826	42.3625	42.0479	41.7392	41.4368	41.1411	40.8524	40.5711	40.2975	40.0321	39.7752	39.5271	39.2881	39.0585	38.8388	38.6291	38.4298	38.2411	38.0633	37.8967	37.7415	37.5978	37.4659	37.346	37.2383	37.1429	37.0599	36.9895	36.9318	36.8868	36.8546	36.8352	36.8288	36.8352	36.8546	36.8868	36.9318	36.9895	37.0599	37.1429	37.2383	37.346	37.4659	37.5978	37.7415	37.8967	38.0633	38.2411	38.4298	38.6291	38.8388	39.0585	39.2881	39.5271	39.7752	40.0321	40.2975	40.5711	40.8524	41.1411	41.4368	41.7392	42.0479	42.3625	42.6826	43.0078	43.3378	43.6721	44.0103	44.3521	44.6971	45.0449	45.3951	45.7473	46.1011	46.4563	46.8123	47.1689	47.5257	47.8824	48.2386	48.5939	48.9482	49.301	49.652	50.0009	50.3476	50.6916	51.0327	51.3707	51.7054	52.0364	52.3635	52.6867	53.0055	53.3199	53.6297	53.9347	54.2347	54.5296	54.8192	55.1035	55.3822	55.6553	55.9227	56.1842	56.4398	56.6894	56.933	57.1704	57.4015	57.6264	57.8449	58.057	58.2626	58.4616	58.6541	58.8398	59.0187	59.1906	59.3555	59.513	59.6631	59.8053	59.9393	60.0645	60.1802	60.2855	60.379	60.4591	60.5234	60.5691	60.5931	
61.4407	61.4205	61.3814	61.3252	61.2539	61.1692	61.0727	60.9653	60.8482	60.722	60.5873	60.4444	60.2939	60.1359	59.9707	59.7984	59.6193	59.4334	59.2409	59.0419	58.8364	58.6245	58.4064	58.1821	57.9517	57.7152	57.4728	57.2245	56.9704	56.7107	56.4453	56.1746	55.8984	55.6171	55.3307	55.0394	54.7432	54.4425	54.1373	53.8278	53.5143	53.1969	52.8758	52.5513	52.2235	51.8928	51.5594	51.2235	50.8854	50.5453	50.2037	49.8607	49.5167	49.1719	48.8268	48.4815	48.1366	47.7922	47.4488	47.1067	46.7663	46.4278	46.0918	45.7585	45.4283	45.1016	44.7788	44.4603	44.1463	43.8374	43.5338	43.2359	42.9441	42.6588	42.3804	42.1091	41.8453	41.5894	41.3416	41.1024	40.8721	40.6508	40.439	40.237	40.0449	39.8631	39.6918	39.5313	39.3817	39.2433	39.1163	39.0009	38.8971	38.8052	38.7253	38.6575	38.6019	38.5585	38.5275	38.5089	38.5027	38.5089	38.5275	38.5585	38.6019	38.6575	38.7253	38.8052	38.8971	39.0009	39.1163	39.2433	39.3817	39.5313	39.6918	39.8631	40.0449	40.237	40.439	40.6508	40.8721	41.1024	41.3416	41.5894	41.8453	42.1091	42.3804	42.6588	42.9441	43.2359	43.5338	43.8374	44.1463	44.4603	44.7788	45.1016	45.4283	45.7585	46.0918	46.4278	46.7663	47.1067	47.4488	47.7922	48.1366	48.4815	48.8268	49.1719	49.5167	49.8607	50.2037	50.5453	50.8854	51.2235	51.5594	51.8928	52.2235	52.5513	52.8758	53.1969	53.5143	53.8278	54.1373	54.4425	54.7432	55.0394	55.3307	55.6171	55.8984	56.1746	56.4453	56.7107	56.9704	57.2245	57.4728	57.7152	57.9517	58.1821	58.4064	58.6245	58.8364	59.0419	59.2409	59.4334	59.6193	59.7984	59.9707	60.1359	60.2939	60.4444	60.5873	60.722	60.8482	60.9653	61.0727	61.1692	61.2539	61.3252	61.3814	61.4205	61.4407	
62.3084	62.2909	62.2565	62.2065	62.1422	62.065	61.9759	61.8761	61.7663	61.6472	61.5195	61.3835	61.2397	61.0883	60.9296	60.7639	60.5912	60.4117	60.2257	60.0331	59.8342	59.6289	59.4175	59.1999	58.9763	58.7468	58.5115	58.2705	58.0238	57.7716	57.5139	57.251	56.9829	56.7097	56.4317	56.1488	55.8614	55.5695	55.2734	54.9731	54.6689	54.3611	54.0497	53.735	53.4173	53.0968	52.7736	52.4482	52.1207	51.7914	51.4605	51.1285	50.7955	50.4619	50.1279	49.7939	49.4603	49.1273	48.7953	48.4646	48.1355	47.8085	47.4838	47.1618	46.8429	46.5274	46.2157	45.9081	45.6051	45.3069	45.0139	44.7265	44.445	44.1698	43.9012	43.6396	43.3852	43.1384	42.8996	42.669	42.4469	42.2337	42.0296	41.8349	41.6498	41.4747	41.3096	41.155	41.0109	40.8776	40.7552	40.644	40.5441	40.4556	40.3786	40.3133	40.2597	40.218	40.1882	40.1702	40.1642	40.1702	40.1882	40.218	40.2597	40.3133	40.3786	40.4556	40.5441	40.644	40.7552	40.8776	41.0109	41.155	41.3096	41.4747	41.6498	41.8349	42.0296	42.2337	42.4469	42.669	42.8996	43.1384	43.3852	43.6396	43.9012	44.1698	44.445	44.7265	45.0139	45.3069	45.6051	45.9081	46.2157	46.5274	46.8429	47.1618	47.4838	47.8085	48.1355	48.4646	48.7953	49.1273	49.4603	49.7939	50.1279	50.4619	50.7955	51.1285	51.4605	51.7914	52.1207	52.4482	52.7736	53.0968	53.4173	53.735	54.0497	54.3611	54.6689	54.9731	55.2734	55.5695	55.8614	56.1488	56.4317	56.7097	56.9829	57.251	57.5139	57.7716	58.0238	58.2705	58.5115	58.7468	58.9763	59.1999	59.4175	59.6289	59.8342	60.0331	60.2257	60.4117	60.5912	60.7639	60.9296	61.0883	61.2397	61.3835	61.5195	61.6472	61.7663	61.8761	61.9759	62.065	62.1422	62.2065	62.2565	62.2909	62.3084	
63.1937	63.1781	63.1474	63.1022	63.0436	62.9725	62.89	62.7967	62.6936	62.5811	62.46	62.3305	62.1931	62.0481	61.8957	61.7362	61.5698	61.3967	61.2169	61.0307	60.8382	60.6394	60.4346	60.2237	60.0069	59.7843	59.556	59.322	59.0826	58.8379	58.5878	58.3326	58.0724	57.8072	57.5374	57.2629	56.984	56.7008	56.4135	56.1223	55.8273	55.5288	55.2269	54.9219	54.6139	54.3033	53.9903	53.675	53.3578	53.039	52.7187	52.3973	52.075	51.7522	51.4291	51.1061	50.7834	50.4614	50.1404	49.8208	49.5028	49.1867	48.8731	48.562	48.254	47.9494	47.6484	47.3515	47.059	46.7712	46.4885	46.2112	45.9397	45.6742	45.4151	45.1628	44.9175	44.6796	44.4493	44.227	44.013	43.8075	43.6108	43.4231	43.2448	43.076	42.917	42.768	42.6292	42.5008	42.383	42.2758	42.1796	42.0943	42.0202	41.9573	41.9058	41.8656	41.8368	41.8195	41.8138	41.8195	41.8368	41.8656	41.9058	41.9573	42.0202	42.0943	42.1796	42.2758	42.383	42.5008	42.6292	42.768	42.917	43.076	43.2448	43.4231	43.6108	43.8075	44.013	44.227	44.4493	44.6796	44.9175	45.1628	45.4151	45.6742	45.9397	46.2112	46.4885	46.7712	47.059	47.3515	47.6484	47.9494	48.254	48.562	48.8731	49.1867	49.5028	49.8208	50.1404	50.4614	50.7834	51.1061	51.4291	51.7522	52.075	52.3973	52.7187	53.039	53.3578	53.675	53.9903	54.3033	54.6139	54.9219	55.2269	55.5288	55.8273	56.1223	56.4135	56.7008	56.984	57.2629	57.5374	57.8072	58.0724	58.3326	58.5878	58.8379	59.0826	59.322	59.556	59.7843	60.0069	60.2237	60.4346	60.6394	60.8382	61.0307	61.2169	61.3967	61.5698	61.7362	61.8957	62.0481	62.1931	62.3305	62.46	62.5811	62.6936	62.7967	62.89	62.9725	63.0436	63.1022	63.1474	63.1781	63.1937	
64.0948	64.0807	64.0527	64.0114	63.9575	63.8917	63.8147	63.7274	63.6302	63.5239	63.4088	63.2854	63.1541	63.0151	62.8688	62.7154	62.5552	62.3882	62.2146	62.0347	61.8484	61.656	61.4576	61.2533	61.0432	60.8274	60.606	60.3791	60.1469	59.9094	59.6668	59.4192	59.1667	58.9095	58.6477	58.3814	58.1109	57.8362	57.5576	57.2752	56.9892	56.6998	56.4072	56.1116	55.8133	55.5124	55.2091	54.9038	54.5967	54.288	53.9779	53.6669	53.355	53.0427	52.7302	52.4178	52.1058	51.7945	51.4843	51.1753	50.868	50.5627	50.2597	49.9593	49.6618	49.3677	49.0771	48.7905	48.5082	48.2305	47.9577	47.6901	47.4282	47.1721	46.9222	46.6789	46.4424	46.213	45.991	45.7767	45.5704	45.3724	45.1828	45.002	44.8301	44.6675	44.5143	44.3708	44.2371	44.1134	43.9999	43.8967	43.804	43.7219	43.6505	43.5899	43.5403	43.5015	43.4739	43.4572	43.4517	43.4572	43.4739	43.5015	43.5403	43.5899	43.6505	43.7219	43.804	43.8967	43.9999	44.1134	44.2371	44.3708	44.5143	44.6675	44.8301	45.002	45.1828	45.3724	45.5704	45.7767	45.991	46.213	46.4424	46.6789	46.9222	47.1721	47.4282	47.6901	47.9577	48.2305	48.5082	48.7905	49.0771	49.3677	49.6618	49.9593	50.2597	50.5627	50.868	51.1753	51.4843	51.7945	52.1058	52.4178	52.7302	53.0427	53.355	53.6669	53.9779	54.288	54.5967	54.9038	55.2091	55.5124	55.8133	56.1116	56.4072	56.6998	56.9892	57.2752	57.5576	57.8362	58.1109	58.3814	58.6477	58.9095	59.1667	59.4192	59.6668	59.9094	60.1469	60.3791	60.606	60.8274	61.0432	61.2533	61.4576	61.656	61.8484	62.0347	62.2146	62.3882	62.5552	62.7154	62.8688	63.0151	63.1541	63.2854	63.4088	63.5239	63.6302	63.7274	63.8147	63.8917	63.9575	64.0114	64.0527	64.0807	64.0948	
65.0102	64.9973	64.9715	64.9334	64.8834	64.8221	64.7501	64.6679	64.5762	64.4754	64.3659	64.2483	64.1227	63.9896	63.8492	63.7017	63.5473	63.3863	63.2188	63.0449	62.8649	62.6787	62.4867	62.2888	62.0852	61.8761	61.6615	61.4415	61.2163	60.9861	60.7508	60.5106	60.2658	60.0163	59.7624	59.5043	59.2419	58.9756	58.7055	58.4318	58.1546	57.8741	57.5906	57.3042	57.0152	56.7237	56.4301	56.1345	55.8371	55.5383	55.2383	54.9373	54.6356	54.3335	54.0313	53.7292	53.4276	53.1267	52.8268	52.5282	52.2313	51.9364	51.6437	51.3536	51.0663	50.7823	50.5018	50.2252	49.9527	49.6847	49.4215	49.1634	48.9107	48.6637	48.4228	48.1881	47.9601	47.7389	47.5249	47.3184	47.1195	46.9286	46.7459	46.5717	46.4061	46.2495	46.1019	45.9636	45.8348	45.7156	45.6063	45.5069	45.4176	45.3385	45.2698	45.2115	45.1636	45.1263	45.0997	45.0837	45.0783	45.0837	45.0997	45.1263	45.1636	45.2115	45.2698	45.3385	45.4176	45.5069	45.6063	45.7156	45.8348	45.9636	46.1019	46.2495	46.4061	46.5717	46.7459	46.9286	47.1195	47.3184	47.5249	47.7389	47.9601	48.1881	48.4228	48.6637	48.9107	49.1634	49.4215	49.6847	49.9527	50.2252	50.5018	50.7823	51.0663	51.3536	51.6437	51.9364	52.2313	52.5282	52.8268	53.1267	53.4276	53.7292	54.0313	54.3335	54.6356	54.9373	55.2383	55.5383	55.8371	56.1345	56.4301	56.7237	57.0152	57.3042	57.5906	57.8741	58.1546	58.4318	58.7055	58.9756	59.2419	59.5043	59.7624	60.0163	60.2658	60.5106	60.7508	60.9861	61.2163	61.4415	61.6615	61.8761	62.0852	62.2888	62.4867	62.6787	62.8649	63.0449	63.2188	63.3863	63.5473	63.7017	63.8492	63.9896	64.1227	64.2483	64.3659	64.4754	64.5762	64.6679	64.7501	64.8221	64.8834	64.9334	64.9715	64.9973	65.0102	
