39.9279	39.9163	39.903	39.8879	39.8707	39.8511	39.8289	39.8037	39.7754	39.7434	39.7075	39.6672	39.6222	39.5718	39.5158	39.4535	39.3845	39.3081	39.2237	39.1309	39.0288	38.917	38.7947	38.6613	38.516	38.3583	38.1875	38.0028	37.8038	37.5897	37.3601	37.1144	36.8521	36.5728	36.2762	35.9621	35.6301	35.2804	34.9128	34.5275	34.1248	33.7051	33.2689	32.8169	32.3498	31.8686	31.3744	30.8685	30.3522	29.827	29.2948	28.7572	28.2161	27.6737	27.1321	26.5936	26.0604	25.535	25.0198	24.5172	24.0297	23.5598	23.1098	22.6822	22.2793	21.9033	21.5561	21.2399	20.9564	20.7072	20.4938	20.3175	20.1792	20.0798	20.02	20	20.02	20.0798	20.1792	20.3175	20.4938	20.7072	20.9564	21.2399	21.5561	21.9033	22.2793	22.6822	23.1098	23.5598	24.0297	24.5172	25.0198	25.535	26.0604	26.5936	27.1321	27.6737	28.2161	28.7572	29.2948	29.827	30.3522	30.8685	31.3744	31.8686	32.3498	32.8169	33.2689	33.7051	34.1248	34.5275	34.9128	35.2804	35.6301	35.9621	36.2762	36.5728	36.8521	37.1144	37.3601	37.5897	37.8038	38.0028	38.1875	38.3583	38.516	38.6613	38.7947	38.917	39.0288	39.1309	39.2237	39.3081	39.3845	39.4535	39.5158	39.5718	39.6222	39.6672	39.7075	39.7434	39.7754	39.8037	39.8289	39.8511	39.8707	39.8879	39.903	39.9163	39.9279	
43.0483	43.04	43.0284	43.0142	42.9971	42.9771	42.954	42.9275	42.8974	42.8633	42.825	42.7821	42.7343	42.681	42.622	42.5568	42.4847	42.4054	42.3182	42.2226	42.1179	42.0037	41.8792	41.7441	41.5976	41.4391	41.2681	41.0839	40.886	40.6738	40.4469	40.2049	39.9474	39.674	39.3844	39.0784	38.7558	38.4168	38.0614	37.6897	37.302	36.8987	36.4803	36.0477	35.6014	35.1424	34.6718	34.1907	33.7006	33.2028	32.6988	32.1904	31.6795	31.1679	30.6576	30.1507	29.6494	29.1557	28.6722	28.2009	27.744	27.304	26.8829	26.483	26.1064	25.7551	25.431	25.1358	24.8713	24.6388	24.4399	24.2755	24.1466	24.054	23.9982	23.9796	23.9982	24.054	24.1466	24.2755	24.4399	24.6388	24.8713	25.1358	25.431	25.7551	26.1064	26.483	26.8829	27.304	27.744	28.2009	28.6722	29.1557	29.6494	30.1507	30.6576	31.1679	31.6795	32.1904	32.6988	33.2028	33.7006	34.1907	34.6718	35.1424	35.6014	36.0477	36.4803	36.8987	37.302	37.6897	38.0614	38.4168	38.7558	39.0784	39.3844	39.674	39.9474	40.2049	40.4469	40.6738	40.886	41.0839	41.2681	41.4391	41.5976	41.7441	41.8792	42.0037	42.1179	42.2226	42.3182	42.4054	42.4847	42.5568	42.622	42.681	42.7343	42.7821	42.825	42.8633	42.8974	42.9275	42.954	42.9771	42.9971	43.0142	43.0284	43.04	43.0483	
46.1717	46.167	46.1585	46.1452	46.1277	46.1067	46.0822	46.0541	46.0223	45.9865	45.9464	45.9016	45.8516	45.7962	45.7347	45.6669	45.5922	45.5103	45.4206	45.3227	45.2161	45.1002	44.9745	44.8383	44.6911	44.5323	44.3615	44.1782	43.982	43.7724	43.5489	43.311	43.0585	42.791	42.5085	42.2109	41.8979	41.5697	41.2261	40.8676	40.4944	40.1072	39.7062	39.292	38.8655	38.4277	37.9796	37.5221	37.0565	36.5844	36.1072	35.6264	35.1435	34.6607	34.1797	33.7023	33.2305	32.7666	32.3123	31.8699	31.4417	31.0291	30.6349	30.2606	29.9083	29.5798	29.2769	29.0012	28.7541	28.5372	28.3515	28.1981	28.0778	27.9915	27.9395	27.9221	27.9395	27.9915	28.0778	28.1981	28.3515	28.5372	28.7541	29.0012	29.2769	29.5798	29.9083	30.2606	30.6349	31.0291	31.4417	31.8699	32.3123	32.7666	33.2305	33.7023	34.1797	34.6607	35.1435	35.6264	36.1072	36.5844	37.0565	37.5221	37.9796	38.4277	38.8655	39.292	39.7062	40.1072	40.4944	40.8676	41.2261	41.5697	41.8979	42.2109	42.5085	42.791	43.0585	43.311	43.5489	43.7724	43.982	44.1782	44.3615	44.5323	44.6911	44.8383	44.9745	45.1002	45.2161	45.3227	45.4206	45.5103	45.5922	45.6669	45.7347	45.7962	45.8516	45.9016	45.9464	45.9865	46.0223	46.0541	46.0822	46.1067	46.1277	46.1452	46.1585	46.167	46.1717	
49.3074	49.3024	49.2923	49.2778	49.2606	49.2401	49.2157	49.1874	49.1546	49.1174	49.0754	49.0284	48.9761	48.9184	48.8548	48.785	48.7085	48.6249	48.5336	48.4341	48.3259	48.2085	48.0816	47.9447	47.7974	47.6392	47.4695	47.2878	47.0936	46.8866	46.6665	46.433	46.186	45.925	45.6499	45.3604	45.0567	44.7389	44.4072	44.0619	43.7029	43.3308	42.9461	42.5499	42.1425	41.7248	41.2977	40.8625	40.4204	39.9725	39.5201	39.065	38.6088	38.1528	37.6988	37.249	36.8049	36.3683	35.9414	35.526	35.1237	34.7371	34.3673	34.0168	33.6869	33.3795	33.0961	32.8383	32.6073	32.4046	32.2311	32.0878	31.9756	31.8949	31.8463	31.8301	31.8463	31.8949	31.9756	32.0878	32.2311	32.4046	32.6073	32.8383	33.0961	33.3795	33.6869	34.0168	34.3673	34.7371	35.1237	35.526	35.9414	36.3683	36.8049	37.249	37.6988	38.1528	38.6088	39.065	39.5201	39.9725	40.4204	40.8625	41.2977	41.7248	42.1425	42.5499	42.9461	43.3308	43.7029	44.0619	44.4072	44.7389	45.0567	45.3604	45.6499	45.925	46.186	46.433	46.6665	46.8866	47.0936	47.2878	47.4695	47.6392	47.7974	47.9447	48.0816	48.2085	48.3259	48.4341	48.5336	48.6249	48.7085	48.785	48.8548	48.9184	48.9761	49.0284	49.0754	49.1174	49.1546	49.1874	49.2157	49.2401	49.2606	49.2778	49.2923	49.3024	49.3074	
52.4417	52.4373	52.4286	52.4162	52.3999	52.3784	52.3522	52.3219	52.2876	52.2489	52.2058	52.1578	52.1045	52.0456	51.9806	51.9091	51.8307	51.7452	51.6522	51.5513	51.4422	51.3245	51.1975	51.0607	50.9137	50.7561	50.5874	50.4074	50.2158	50.0123	49.7964	49.5678	49.3261	49.0713	48.8034	48.5225	48.2286	47.9214	47.6011	47.268	46.9227	46.5657	46.1973	45.8179	45.4284	45.0299	44.6233	44.2093	43.789	43.3638	42.9354	42.5046	42.0728	41.642	41.2139	40.7896	40.371	39.9603	39.5587	39.168	38.7907	38.4274	38.0809	37.7521	37.4431	37.1551	36.8898	36.6486	36.4326	36.2429	36.0807	35.9468	35.8419	35.7665	35.7211	35.706	35.7211	35.7665	35.8419	35.9468	36.0807	36.2429	36.4326	36.6486	36.8898	37.1551	37.4431	37.7521	38.0809	38.4274	38.7907	39.168	39.5587	39.9603	40.371	40.7896	41.2139	41.642	42.0728	42.5046	42.9354	43.3638	43.789	44.2093	44.6233	45.0299	45.4284	45.8179	46.1973	46.5657	46.9227	47.268	47.6011	47.9214	48.2286	48.5225	48.8034	49.0713	49.3261	49.5678	49.7964	50.0123	50.2158	50.4074	50.5874	50.7561	50.9137	51.0607	51.1975	51.3245	51.4422	51.5513	51.6522	51.7452	51.8307	51.9091	51.9806	52.0456	52.1045	52.1578	52.2058	52.2489	52.2876	52.3219	52.3522	52.3784	52.3999	52.4162	52.4286	52.4373	52.4417	
55.5815	55.577	55.568	55.5546	55.5364	55.5139	55.4884	55.4589	55.4247	55.3856	55.3412	55.2915	55.2363	55.1755	55.1088	55.036	54.9568	54.8707	54.7773	54.6759	54.5662	54.4478	54.3204	54.1838	54.0375	53.8814	53.7148	53.5375	53.3488	53.1485	52.9364	52.7127	52.477	52.2292	51.9691	51.6965	51.4114	51.1144	50.8056	50.4853	50.1535	49.8105	49.4572	49.0944	48.7227	48.3426	47.9547	47.5607	47.1616	46.7584	46.3517	45.9436	45.5356	45.1285	44.7238	44.3238	43.9296	43.5423	43.1645	42.7976	42.4423	42.1017	41.776	41.4679	41.178	40.9082	40.6597	40.4337	40.2315	40.0541	39.9023	39.777	39.6789	39.6084	39.566	39.5518	39.566	39.6084	39.6789	39.777	39.9023	40.0541	40.2315	40.4337	40.6597	40.9082	41.178	41.4679	41.776	42.1017	42.4423	42.7976	43.1645	43.5423	43.9296	44.3238	44.7238	45.1285	45.5356	45.9436	46.3517	46.7584	47.1616	47.5607	47.9547	48.3426	48.7227	49.0944	49.4572	49.8105	50.1535	50.4853	50.8056	51.1144	51.4114	51.6965	51.9691	52.2292	52.477	52.7127	52.9364	53.1485	53.3488	53.5375	53.7148	53.8814	54.0375	54.1838	54.3204	54.4478	54.5662	54.6759	54.7773	54.8707	54.9568	55.036	55.1088	55.1755	55.2363	55.2915	55.3412	55.3856	55.4247	55.4589	55.4884	55.5139	55.5364	55.5546	55.568	55.577	55.5815	
58.7269	58.7225	58.7137	58.7006	58.6832	58.6619	58.6361	58.6047	58.5683	58.5275	58.4821	58.4319	58.3766	58.3156	58.2485	58.175	58.0947	58.0073	57.9126	57.8105	57.7007	57.5827	57.4563	57.3208	57.1759	57.021	56.8561	56.6809	56.4953	56.2992	56.0921	55.8737	55.6437	55.4021	55.1492	54.885	54.6097	54.323	54.0251	53.7162	53.3971	53.0683	52.7302	52.3828	52.0272	51.6643	51.2952	50.9204	50.5406	50.1572	49.772	49.3855	48.9988	48.6136	48.2319	47.8539	47.4817	47.1173	46.7613	46.4154	46.0821	45.7612	45.4558	45.1661	44.8942	44.641	44.408	44.1962	44.0067	43.8404	43.6983	43.581	43.4891	43.4231	43.3834	43.3701	43.3834	43.4231	43.4891	43.581	43.6983	43.8404	44.0067	44.1962	44.408	44.641	44.8942	45.1661	45.4558	45.7612	46.0821	46.4154	46.7613	47.1173	47.4817	47.8539	48.2319	48.6136	48.9988	49.3855	49.772	50.1572	50.5406	50.9204	51.2952	51.6643	52.0272	52.3828	52.7302	53.0683	53.3971	53.7162	54.0251	54.323	54.6097	54.885	55.1492	55.4021	55.6437	55.8737	56.0921	56.2992	56.4953	56.6809	56.8561	57.021	57.1759	57.3208	57.4563	57.5827	57.7007	57.8105	57.9126	58.0073	58.0947	58.175	58.2485	58.3156	58.3766	58.4319	58.4821	58.5275	58.5683	58.6047	58.6361	58.6619	58.6832	58.7006	58.7137	58.7225	58.7269	
61.8783	61.8738	61.8649	61.8515	61.8336	61.8113	61.7839	61.7522	61.717	61.677	61.6317	61.5806	61.5238	61.4612	61.3927	61.3182	61.2376	61.1504	61.0563	60.9547	60.8452	60.7274	60.6011	60.4662	60.3225	60.1698	60.0078	59.836	59.654	59.4615	59.2585	59.0451	58.8212	58.5869	58.3419	58.0859	57.8191	57.542	57.2549	56.9582	56.6518	56.3361	56.0114	55.6792	55.3399	54.9938	54.6414	54.2843	53.9235	53.5598	53.1937	52.827	52.4612	52.0971	51.7354	51.3787	51.0278	50.6835	50.3481	50.023	49.7082	49.4073	49.1194	48.8476	48.592	48.3544	48.1356	47.9369	47.7592	47.6033	47.47	47.3601	47.274	47.2121	47.1749	47.1625	47.1749	47.2121	47.274	47.3601	47.47	47.6033	47.7592	47.9369	48.1356	48.3544	48.592	48.8476	49.1194	49.4073	49.7082	50.023	50.3481	50.6835	51.0278	51.3787	51.7354	52.0971	52.4612	52.827	53.1937	53.5598	53.9235	54.2843	54.6414	54.9938	55.3399	55.6792	56.0114	56.3361	56.6518	56.9582	57.2549	57.542	57.8191	58.0859	58.3419	58.5869	58.8212	59.0451	59.2585	59.4615	59.654	59.836	60.0078	60.1698	60.3225	60.4662	60.6011	60.7274	60.8452	60.9547	61.0563	61.1504	61.2376	61.3182	61.3927	61.4612	61.5238	61.5806	61.6317	61.677	61.717	61.7522	61.7839	61.8113	61.8336	61.8515	61.8649	61.8738	61.8783	
65.03	65.0256	65.0167	65.0033	64.9855	64.9633	64.9364	64.9055	64.8694	64.8273	64.7801	64.7283	64.6715	64.6095	64.5416	64.4675	64.3867	64.299	64.2042	64.1022	63.9929	63.8761	63.7516	63.6188	63.4774	63.3267	63.1668	62.9975	62.8189	62.631	62.4334	62.2259	62.0081	61.78	61.5419	61.2942	61.0369	60.7701	60.4935	60.2074	59.9128	59.6101	59.3	58.9821	58.6573	58.3266	57.9914	57.6518	57.3083	56.9621	56.6152	56.268	55.9209	55.5758	55.2347	54.8974	54.5655	54.2414	53.9251	53.6179	53.3228	53.0384	52.7684	52.5124	52.2724	52.0491	51.8437	51.6572	51.4904	51.3441	51.2191	51.116	51.0353	50.9773	50.9424	50.9308	50.9424	50.9773	51.0353	51.116	51.2191	51.3441	51.4904	51.6572	51.8437	52.0491	52.2724	52.5124	52.7684	53.0384	53.3228	53.6179	53.9251	54.2414	54.5655	54.8974	55.2347	55.5758	55.9209	56.268	56.6152	56.9621	57.3083	57.6518	57.9914	58.3266	58.6573	58.9821	59.3	59.6101	59.9128	60.2074	60.4935	60.7701	61.0369	61.2942	61.5419	61.78	62.0081	62.2259	62.4334	62.631	62.8189	62.9975	63.1668	63.3267	63.4774	63.6188	63.7516	63.8761	63.9929	64.1022	64.2042	64.299	64.3867	64.4675	64.5416	64.6095	64.6715	64.7283	64.7801	64.8273	64.8694	64.9055	64.9364	64.9633	64.9855	65.0033	65.0167	65.0256	65.03	
68.1869	68.1825	68.1735	68.1601	68.1421	68.1195	68.0923	68.0605	68.0233	67.9817	67.936	67.8851	67.8281	67.765	67.6959	67.6208	67.5397	67.4526	67.359	67.2585	67.1506	67.0349	66.9112	66.7793	66.6393	66.4912	66.3347	66.1696	65.9953	65.8116	65.6183	65.4156	65.2039	64.9832	64.7533	64.5138	64.2648	64.0068	63.7404	63.4661	63.1836	62.8932	62.5952	62.2911	61.9814	61.6664	61.3462	61.0222	60.6957	60.3677	60.0377	59.7077	59.3794	59.0533	58.7295	58.4107	58.098	57.7912	57.4927	57.2041	56.9245	56.658	56.403	56.1626	55.9366	55.7268	55.5337	55.3585	55.2018	55.0645	54.9472	54.8504	54.7746	54.7202	54.6875	54.6765	54.6875	54.7202	54.7746	54.8504	54.9472	55.0645	55.2018	55.3585	55.5337	55.7268	55.9366	56.1626	56.403	56.658	56.9245	57.2041	57.4927	57.7912	58.098	58.4107	58.7295	59.0533	59.3794	59.7077	60.0377	60.3677	60.6957	61.0222	61.3462	61.6664	61.9814	62.2911	62.5952	62.8932	63.1836	63.4661	63.7404	64.0068	64.2648	64.5138	64.7533	64.9832	65.2039	65.4156	65.6183	65.8116	65.9953	66.1696	66.3347	66.4912	66.6393	66.7793	66.9112	67.0349	67.1506	67.2585	67.359	67.4526	67.5397	67.6208	67.6959	67.765	67.8281	67.8851	67.936	67.9817	68.0233	68.0605	68.0923	68.1195	68.1421	68.1601	68.1735	68.1825	68.1869	
